Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
780,"Insuffisance rénale","","Renal Failure
Insuffisance rénale
Renal insufficiency
Insuffisance rénale","","","Diagnosis","N/A","Super User","Super User"
781,"Endométriose de l'utérus","","Adenomyosis
Adénomyose
endometriosis del útero
Adénomyose
endometriose van de uterus
Endometriosis of uterus
Endométriose de l'utérus
Endométriose de l'utérus","","","Diagnosis","N/A","Super User","Super User"
782,"Dystocie due à une présentation de la face","","obstructed labor due to face presentation
Dystocie due à une présentation de la face
Dystocie due à une présentation de la face","","","Diagnosis","N/A","Super User","Super User"
783,"Dystocie due à une présentation du front","","obstructed labor due to brow presentation
Dystocie due à une présentation du front
Dystocie due à une présentation du front","","","Diagnosis","N/A","Super User","Super User"
784,"Bartholinite","","Bartholinitis
bartholinitis
bartolinitis
Bartholinite
Bartholins glandular inflammation
Bartholinite","","","Diagnosis","N/A","Super User","Super User"
785,"Polype d'endométrial","","Polype du corps de l'utérus
Uterine polyp
poliep van het corpus uteri
Polype d'endométrial
Polype d'endométrial
Polyp of corpus uteri
Polype endométrial
Endometrial polyp
Polype du corps de l'utérus
Polype endométrial","","","Diagnosis","N/A","Super User","Super User"
786,"Cardiomyopathie du péripartum","","Myocardiopathie au cours de la puerpéralité
Cardiomyopathie du péripartum
Myocardiopathie au cours de la puerpéralité
Peripartum cardiomyopathy
Cardiomyopathy in the puerperium
Cardiomyopathie du péripartum","","","Diagnosis","N/A","Super User","Super User"
787,"Grossesse à haut risque","","Grossesse à haut risque
Grossesse à haut risque
embarazo de alto riesgo
High-risk pregnancy","","","Diagnosis","N/A","Super User","Super User"
788,"Aménorrhée","","amenorrea
Absence of menstruation
Absence de menstruation
Absence de menstruation
Aménorrhée
Aménorrhée
Amenorrhea","","","Diagnosis","N/A","Super User","Super User"
789,"Grossesse prolongée","","Grossesse prolongée
embarazo prolongado
Grossesse prolongée
Post term pregnancy
Prolonged pregnancy
Post dates pregnancy","","","Diagnosis","N/A","Super User","Super User"
790,"Travail prolongé","","Prolonged labor
Travail prolongé
gecompliceerde bevalling door langdurige weeën
Travail prolongé","","","Diagnosis","N/A","Super User","Super User"
791,"Môle hydatiforme classique","","mola hidatiforme, benigna
Môle hydatiforme, benigne
Classical hydatidiform mole
Hydatidiform Mole, Benign
Môle hydatiforme classique
Complete hydatidiform mole
Môle hydatiforme, benigne
Môle hydatiforme classique","","","Diagnosis","N/A","Super User","Super User"
792,"Grossesse","","Gestation
Grossesse
Grossesse
Pregnancy","","","Diagnosis","N/A","Super User","Super User"
793,"Saignement vaginal anormal","","Saignement vaginal anormal
Saignement vaginal anormal
Saignement uterin anormal
Kutokwa damu ukeni isivyo kawaida
Saignements uterins anormaux
Abnormal vaginal bleeding
Saignements uterins anormaux","","","Diagnosis","N/A","Super User","Super User"
794,"Accouchement vaginale apres section cesarienne","","Vaginal delivery after caesarean
Accouchement vaginale apres section cesarienne
Vaginal delivery following previous caesarean section
Accouchement vaginale apres section cesarienne","","","Finding","N/A","Super User","Super User"
795,"Carcinome in situ du col de l'utérus","","carcinoma in situ van de cervix uteri
Carcinome in situ du col de l'utérus
carcinoma in situ del cuello uterino
Carcinoma in situ of uterine cervix
Carcinome in situ du col de l'utérus","","","Diagnosis","N/A","Super User","Super User"
796,"Prise en charge d'une contraception","","Prise en charge d'une contraception
Contraceptive Management
Prise en charge d'une contraception","","","Diagnosis","N/A","Super User","Super User"
797,"Circulaire du cordon, avec compression","","Circulaire du cordon, avec compression
Umbilical cord tight around neck
Circulaire du cordon, avec compression
circular de cordón umbilical alrededor del cuello, con compresión
Cord around neck with compression
Nuchal cord with compression","","","Diagnosis","N/A","Super User","Super User"
798,"Laceration cervicale","","Laceration cervicale
Laceration cervicale
Cervical Laceration","","","Diagnosis","N/A","Super User","Super User"
799,"Insertion vélamenteuse du cordon","","Vasa Praevia
Insertion vélamenteuse du cordon
Vasa previa
vasa previa
Insertion vélamenteuse du cordon","","","Diagnosis","N/A","Super User","Super User"
800,"Hématosalpinx","","hematosalpinx
Hématosalpinx
Hématosalpinx
Hematosalpinx
Hemosalpinx
Haematosalpinx","","","Diagnosis","N/A","Super User","Super User"
801,"Hyperémèse gravidique","","Hyperemesis gravidarum
Hyperémèse gravidique
Hyperémèse gravidique
Excessive vomiting in pregnancy","","","Diagnosis","N/A","Super User","Super User"
802,"Grossesse extra-utérine","","Grossesse extra-utérine
Grossesse extra-utérine
Pregnancy, Ectopic
Ectopic pregnancy","","","Diagnosis","N/A","Super User","Super User"
803,"Accouchment imminent","","Normal delivery imminent
Delivering soon
Accouchment imminent
Accouchment imminent","","","Finding","N/A","Super User","Super User"
804,"Autres diagnostiques urinaire","","Urinary symptoms, unspecified
Autres diagnostiques urinaire, non-spécifiée
Other symptoms and signs involving the urinary system
Symptoms involving urinary system
Autres diagnostiques urinaire
Autres diagnostiques urinaire, non-spécifiée
Autres diagnostiques urinaire","","","Diagnosis","N/A","Super User","Super User"
805,"Placenta praevia","","Placenta praevia
placenta praevia
Placenta praevia
Placenta Praevia
placenta previa","","","Diagnosis","N/A","Super User","Super User"
806,"Endométriose","","Endométriose
Endométrite
Endometriosis
Endométrite
Endométriose","","","Diagnosis","N/A","Super User","Super User"
807,"Grossesse multiple, Jumeaux","","Grossesse multiple, Jumeaux
Grossesse multiple, Jumeaux
Twin Pregnancy
embarazo gemelar","","","Diagnosis","N/A","Super User","Super User"
808,"Mise en place d'un dispositif contraceptif (intra-utérin) hormonale","","Encounter for insertion of hormonal intrauterine device
Encounter for insertion of hormonal IUD (intrauterine device)
Mise en place d'un dispositif contraceptif (intra-utérin) hormonale
Mise en place d'un dispositif contraceptif (intra-utérin) hormonale
Insertion of hormonal IUD","","","Diagnosis","N/A","Super User","Super User"
809,"Admission pour la stérilisation","","Encounter for sterilization
Admission pour la stérilisation
Admission for sterilization
Admission pour la stérilisation","","","Diagnosis","N/A","Super User","Super User"
810,"Dysplasies vulvaires","","Dysplasia of vulva
vulvadysplasie
Dysplasies vulvaires
displasia de vulva
Vulvar dysplasia
Dysplasies vulvaires","","","Diagnosis","N/A","Super User","Super User"
811,"Tumeur maligne du vagin","","Malignant neoplasm of vagina
Malignant tumor of vagina
maligne neoplasma van de vagina
Tumeur maligne du vagin
Tumeur maligne du vagin","","","Diagnosis","N/A","Super User","Super User"
812,"Accouchement spontané par voie vaginale","","Spontaneous vaginal delivery
Accouchement vaginale spontané
Accouchement spontané par voie vaginale
Accouchement spontané par voie vaginale
Accouchement vaginale spontané
SVD","","","Finding","N/A","Super User","Super User"
813,"Cervicite","","Cervicite
Cervicitis
Cervicite","","","Diagnosis","N/A","Super User","Super User"
814,"Mastodynia","","Pain of breast
Douleur mammaire
Breast pain
Mastodynia
Mastodynia
Mastodynia
Douleur mammaire
mastodynie","","","Diagnosis","N/A","Super User","Super User"
815,"Polype du col de l'utérus","","Cervical polyp
Polype du col de l'utérus
Polype du col de l'utérus
Polype cervicale
Polyp of cervix
poliep van de cervix uteri
Polype cervicale","","","Diagnosis","N/A","Super User","Super User"
816,"Déchirure obstétricale du périnée","","Unspecified Perineal Laceration During Delivery
Perineal laceration during delivery
Déchirure périnéale
Déchirure périnéale
Episiotomy extended by laceration
Episiotomie agrandie par déchirure
Déchirure obstétricale du périnée
Déchirure obstétricale du périnée
laceración perineal durante el parto","","","Diagnosis","N/A","Super User","Super User"
817,"Dysplasie cervicale","","Dysplasie du col de l'utérus
Cervical dysplasia
Erosion and ectropion of cervix uteri
Dysplasia Of Uterus
Dysplasie du col de l'utérus
Dysplasie cervicale
Dysplasie Col Uterus
Dysplasie cervicale
Dysplasie col uterus","","","Diagnosis","N/A","Super User","Super User"
818,"Neoplasie gestationnelle trophoblastique","","Gestational Trophoblastic Neoplasm
neoplasia trofoblástica gestacional
Neoplasie gestationnelle trophoblastique
Neoplasie gestationnelle trophoblastique","","","Diagnosis","N/A","Super User","Super User"
819,"Salpingite et ovarite","","Salpingitis and Oophoritis not Specified as Acute, Subacute, or Chronic
Salpingite et ovarite
Salpingitis
Salpingite et ovarite
Salpingitis and Oophoritis
tubo-ovariële inflammatoir aandoening
salpingitis
Salpingite
enfermedad inflamatoria tubo - ovárica
Salpingite","","","Diagnosis","N/A","Super User","Super User"
820,"Présentation de la face, du front et du menton","","Face or Brow Presentation of Foetus
Présentation de la face, du front et du menton
Présentation de la face, du front et du menton","","","Diagnosis","N/A","Super User","Super User"
821,"Dystocie des épaules","","Dystocie due à une dystocie des épaules
Shoulder (Girdle) Dystocia During Labor and Delivery
Shoulder dystocia
Shoulder girdle dystocia
Dystocie due à une dystocie des épaules
Obstructed labor due to shoulder dystocia
distocia de hombro
schoudergordel dystocie
Dystocie des épaules
Dystocie des épaules","","","Diagnosis","N/A","Super User","Super User"
822,"Travail et accouchement compliqués d'anomalies du cordon ombilical","","Travail et accouchement compliqués d'anomalies du cordon ombilical
Umbilical Cord Complication During Labor and Delivery
Travail et accouchement compliqués d'anomalies du cordon ombilical","","","Diagnosis","N/A","Super User","Super User"
823,"Vaginose bactérienne","","Vaginose bactérienne
Bacterial vaginosis
Bacterial vaginosis, non-specified
Vaginose bactérienne
Vaginose bactérienne, non-spécifée
Vaginose bactérienne, non-spécifée","","","Finding","N/A","Super User","Super User"
824,"Rétention du placenta sans hémorragie","","Rétention du placenta sans hémorragie
Rétention placentaire
Rétention placentaire
Retained Placenta or Membranes, without Hemorrhage
Retained placenta without hemorrhage
porciones retenidas de placenta Y/O membranas sin hemorragia
Rétention du placenta sans hémorragie","","","Diagnosis","N/A","Super User","Super User"
825,"Hématocolpos","","Hématocolpos avec hématométrie ou hématosalpinx
retentie van menses
Haematocolpos
Hematocolpos
Hématocolpos
Haematocolpos with haematometra or haematosalpinx
Hématocolpos avec hématométrie ou hématosalpinx
Hématocolpos","","","Diagnosis","N/A","Super User","Super User"
826,"Vaginite aigue","","Vaginosis
Vaginose
Vaginose
Acute Vaginitis
Vaginite aigue
Vaginite aigue","","","Diagnosis","N/A","Super User","Super User"
827,"VIH pendant la grossesse","","HIV complicating pregnancy, childbirth and the puerperium
Human immunodeficiency disease complicating pregnancy, childbirth and the puerperium
HIV complicating pregnancy
VIH pendant la grossesse
VIH pendant la grossesse","","","Diagnosis","N/A","Super User","Super User"
828,"Grossesse multiple, Triplés","","Triplet Pregnancy
Grossesse multiple, Triplés
Grossesse multiple, Triplés","","","Diagnosis","N/A","Super User","Super User"
829,"Détresse fœtale","","Détresse foetale
SFA
Souffrance foetale
Détresse fœtale
Détresse fœtale
Souffrance foetale
Hypoxie intra-utérine
Détresse foetale
Intrauterine hypoxia
Hypoxie intra-utérine
Fetal distress","","","Diagnosis","N/A","Super User","Super User"
830,"Aménorrhée secondaire","","Aménorrhée secondaire
amenorrea fisiológica secundaria
Aménorrhée secondaire
Absence de menstruation chez une femme ayant déjà eu des règles
Absence de menstruation chez une femme ayant déjà eu des règles
Secondary physiologic amenorrhea
secundaire fysiologische amenorroe","","","Diagnosis","N/A","Super User","Super User"
831,"Poids faibles à la naissance (De 1000 à 2499 g)","","Poids faibles à la naissance (De 1000 à 2499 g)
Poids faibles à la naissance (De 1000 à 2499 g)
gewicht 1000-2499 gram bij geboorte
Low birth weight status, 1000-2499 grams","","","Diagnosis","N/A","Super User","Super User"
832,"Dystocie due à une présentation du siège","","Dystocie due à une présentation du siège
Dystocie due à une présentation du siège
obstructed labor due to breech presentation","","","Diagnosis","N/A","Super User","Super User"
833,"Mort fetale","","Death Foetal
Mort fetale
Mort fetale
Mort foetale
Mort en utero
Stillbirth
Foetus mort-né
Fetal death
Mort en utero
Foetus mort-né
Mort foetale","","","Diagnosis","N/A","Super User","Super User"
834,"Echoué tentative d'avortement","","Failed attempted abortion
Echoué tentative d'avortement
Echec d'une tentative d'avortement médical
Echoué tentative d'avortement
Other and unspecified failed attempted abortion, without complication
Failed attempted termination of pregnancy
Echec d'une tentative d'avortement médical","","","Diagnosis","N/A","Super User","Super User"
835,"Dysménorrhée","","Dysménorrhée
Dysmenorrhea
Dysmenorrhoea
Dysménorrhée","","","Diagnosis","N/A","Super User","Super User"
836,"Affections inflammatoires du sein","","Affections inflammatoires du sein
Inflammatory disorders of breast
Abcès du sein
Mastite
Affections inflammatoires du sein
Abcès du sein
Mastitis
Mammitis
Mastadentitis
Mastite
Breast abcess","","","Diagnosis","N/A","Super User","Super User"
837,"Phase active du travail","","Phase active du travail
Phase active du travail
Active Labor
Active phase of labor","","","Finding","N/A","Super User","Super User"
838,"Prolapsus du cordon ombilicale","","Travail et accouchement compliqués par prolapsus du cordon
Prolapsus du cordon ombilicale
Travail et accouchement compliqués par prolapsus du cordon
prolaps navelstreng
Prolapsus du cordon ombilicale
Prolapse of Cord, Complicating Labor and Delivery, Delivered
prolapso de cordón - nacido
Labour and Delivery Complicated by Prolapse of Cord","","","Diagnosis","N/A","Super User","Super User"
839,"Presentation transversale","","dwarsligging bij zwangerschap
Presentation transversale
Transverse Lie
Presentation transversale","","","Diagnosis","N/A","Super User","Super User"
840,"Rupture prématurée des membranes","","Premature rupture of membranes
Rupture prématurée des membranes
Rupture prématurée des membranes
ruptura prematura de membranas","","","Diagnosis","N/A","Super User","Super User"
841,"Masse mammaire","","Masse mammaire
Nodule mammaire
knobbel in de borst
Breast mass
Masse mammaire
Breast Lump","","","Diagnosis","N/A","Super User","Super User"
